index,Country,Year,avgLengthStay,businessPurpose,numBedPlaces,numEstablishments,numRooms,occupancyBeds,occupancyRooms,personalPurpose,totalArrivals
1,Albania,2010,,47,25110,,14328,,,2370,2417
2,Albania,2011,,43,24301,,12428,,,2889,2932
3,Albania,2012,,42,32004,,14652,,,3472,3514
4,Albania,2013,,50,29737,,14146,,,3206,3256
5,Albania,2014,,48,32879,,15081,,,3624,3673
6,Albania,2015,,42,29903,,12986,,,4089,4131
7,Albania,2016,,59,41376,,17692,,,4677,4736
8,Albania,2017,,69,60816,,,,,5050,5118
9,Albania,2018,2.43,87,69395,1021,30524,19.38,17.53,5840,5927
10,Albania,2019,2.58,101,77974,1126,33798,24.41,21.81,6305,6406
11,Algeria,2010,,278,92377,,,,,377,655
12,Algeria,2011,,272,94021,,,,,630,902
13,Algeria,2012,,280,96898,,,,,702,982
14,Algeria,2013,,292,98804,,,,,672,964
15,Algeria,2014,,329,99605,,,,,612,940
16,Algeria,2015,1.69,360,102244,1195,,,,723,1083
17,Algeria,2016,1.68,380,107420,1231,,,,942,1323
18,Algeria,2017,1.68,238,112264,1289,,,,1470,1708
19,Algeria,2018,1.67,181,119155,1368,,,,1838,2019
20,Algeria,2019,1.68,158,125676,1417,,,,1776,1934
21,Andorra,2010,2.9,592,33788,258,12664,,,7959,8551
22,Andorra,2011,2.91,87,33446,253,12608,,,7896,7983
23,Andorra,2012,2.97,86,34271,249,12506,,,7814,7900
24,Andorra,2013,2.99,107,34062,243,12391,,,7569,7676
25,Andorra,2014,2.87,117,34019,241,12339,,,7680,7797
26,Andorra,2015,3.05,173,33613,239,12134,,,7678,7850
27,Andorra,2016,2.94,145,32963,235,11910,,,7881,8025
28,Andorra,2017,2.91,130,33099,235,11934,,,8022,8152
29,Andorra,2018,2.88,175,32903,239,11998,,,8153,8328
30,Andorra,2019,2.88,189,32296,230,11725,,,8046,8235
31,Argentina,2010,2.38,494,578697,12662,226789,32.73,41.76,2203,2697
32,Argentina,2011,2.35,509,603473,13398,233520,34.03,43.37,2243,2752
33,Argentina,2012,2.37,450,611439,13526,236641,32.3,41.04,2173,2623
34,Argentina,2013,2.36,476,667608,14907,252671,32.34,41.55,1957,2433
35,Argentina,2014,2.4,511,683454,15591,258129,33.46,42.64,2010,2521
36,Argentina,2015,2.39,525,691272,15754,261004,33.51,42.77,1827,2352
37,Argentina,2016,2.37,477,688059,15195,259453,32.68,42.01,1837,2315
38,Argentina,2017,2.3,560,703207,15615,264741,34.55,44.14,1873,2432
39,Argentina,2018,2.35,662,711101,15717,268199,35.04,44.81,2017,2680
40,Argentina,2019,2.33,588,724841,15934,271577,35.4,45.18,2332,2920
41,Australia,2010,2.3,1360,640454,4279,227320,41.4,66.3,4431,5791
42,Australia,2011,2.3,1420,636002,4216,226557,41.8,67.3,4351,5771
43,Australia,2012,2.3,1455,631351,4233,227168,38,63.1,4577,6032
44,Australia,2013,2.2,1443,632257,4237,230064,37.7,62,5038,6482
45,Australia,2014,,1486,635130,4204,229646,37.6,61.5,5435,6922
46,Australia,2015,,1580,678361,4464,248573,38.6,62.4,5870,7449
47,Australia,2016,,1599,676638,4445,249131,39.4,63.9,6670,8269
48,Australia,2017,,1744,789893,5189,274953,75.2,75.2,7072,8815
49,Australia,2018,,1806,800092,5256,284680,76,76,7440,9246
50,Australia,2019,,1842,858089,5637,296452,73.8,73.8,7624,9466
51,Austria,2010,3.6,,589293,13461,290287,30.3,30.3,,
52,Austria,2011,3.64,,594357,13359,290509,31,31,,
53,Austria,2012,3.62,,594841,13203,292165,31.6,31.6,,
54,Austria,2013,3.6,,601483,13073,293702,31.9,31.9,,
55,Austria,2014,3.52,,598742,12839,291753,31.5,31.5,,
56,Austria,2015,3.43,,600342,12625,291974,32.25,32.25,,
57,Austria,2016,3.4,,601945,12366,291497,33.28,33.28,,
58,Austria,2017,3.35,,609393,12153,291046,33.89,33.89,,
59,Austria,2018,3.34,,615541,12003,292458,35.57,35.57,,
60,Austria,2019,3.31,,607010,11823,290878,36.53,36.53,,
61,Azerbaijan,2010,3.1,548,30793,499,14158,12,12,1415,1963
62,Azerbaijan,2011,2.9,592,31979,508,14815,13,13,1647,2239
63,Azerbaijan,2012,2.63,595,32834,514,15898,14,14,1889,2484
64,Azerbaijan,2013,2.52,649,33951,530,16559,14,14,1860,2509
65,Azerbaijan,2014,2.51,670,35652,535,17363,13,13,1627,2298
66,Azerbaijan,2015,1.96,632,37278,536,17953,12,12,1374,2006
67,Azerbaijan,2016,1.89,692,40042,548,19919,15,15,1557,2249
68,Azerbaijan,2017,1.83,834,41611,563,20778,17,17,1862,2697
69,Azerbaijan,2018,1.72,787,46693,596,22192,18,18,2062,2850
70,Azerbaijan,2019,1.74,851,49980,642,23865,18,18,2320,3170
71,Bahamas,2010,,75,30472,280,15236,51.5,51.5,1303,1378
72,Bahamas,2011,,93,30306,286,15153,53.7,53.7,1262,1355
73,Bahamas,2012,,100,29386,277,14693,57.3,57.3,1331,1431
74,Bahamas,2013,,99,29672,312,14836,51.9,51.9,1278,1377
75,Bahamas,2014,,90,30600,316,15300,56,56,1354,1444
76,Bahamas,2015,,107,29454,304,14727,58.64,58.64,1390,1496
77,Bahamas,2016,,107,29608,313,14804,57.94,57.94,1392,1499
78,Bahamas,2017,,87,32268,308,16134,56.07,56.07,1365,1452
79,Bahamas,2018,,102,34056,310,17028,57.36,57.36,1531,1633
80,Bahamas,2019,,111,35254,322,17627,61.64,61.64,1696,1807
81,Bahrain,2010,1.8,500,12332,100,8381,29,29,,
82,Bahrain,2011,1.89,650,13315,101,10694,33.4,33.4,6082,6732
83,Bahrain,2012,1.59,1086,14298,104,11848,39,39,6381,
84,Bahrain,2013,1.55,1522,15501,106,13369,41,41,6679,
85,Bahrain,2014,1.47,1958,17949,109,13250,45,45,6978,
86,Bahrain,2015,1.75,2394,20153,111,13823,46,46,7276,9670
87,Bahrain,2016,1.69,1526,21181,116,14928,40,40,8632,10158
88,Bahrain,2017,1.98,677,23403,113,16573,44,44,10697,11374
89,Bahrain,2018,1.95,824,25712,130,18033,45,45,11221,12045
90,Bahrain,2019,2.02,895,25846,134,18660,49,49,10166,11061
91,Belarus,2010,2.69,372,26673,363,15200,45.17,79.27,5302,5674
92,Belarus,2011,2.52,413,28957,451,15907,41.45,75.45,5464,5877
93,Belarus,2012,2.47,407,28452,477,15786,43.45,78.31,5723,6130
94,Belarus,2013,2.5,376,29908,487,16613,41.39,74.51,5866,6242
95,Belarus,2014,2.54,349,35424,536,19545,34.12,61.83,5026,5375
96,Belarus,2015,2.41,281,36951,547,20157,28.74,52.68,4105,4386
97,Belarus,2016,2.25,2756,38613,584,20621,27.15,50.85,8179,10935
98,Belarus,2017,2.24,2787,38632,601,20810,28.64,53.16,8273,11060
99,Belarus,2018,2.15,2668,38444,604,20590,30.79,57.48,8833,11502
100,Belarus,2019,2.2,2893,38913,615,20585,32.25,60.96,8939,11832
101,Belgium,2010,,2407,175247,2196,70932,,,4779,7186
102,Belgium,2011,,2608,174545,2149,70531,,,4886,7494
103,Belgium,2012,,2788,176693,3216,72379,,,4772,7560
104,Belgium,2013,,2838,181231,3398,73886,,,4846,7684
105,Belgium,2014,,2842,211419,3987,79089,,,5045,7887
106,Belgium,2015,,2905,189838,3830,75378,,,5450,8355
107,Belgium,2016,,2672,190515,3953,76440,,,4810,7481
108,Belgium,2017,,2940,191254,4099,76941,,,5444,8385
109,Belgium,2018,,3070,199265,4170,78954,,,6048,9119
110,Belgium,2019,,3148,201153,4077,79469,,,6195,9343
111,Brazil,2010,,2406,629140,5696,345914,,,7918,10324
112,Brazil,2011,,2782,925598,9963,396804,,,8084,10866
113,Brazil,2012,,2862,1222056,14230,447694,,,8492,11354
114,Brazil,2013,,3046,1518515,18497,588584,,,8580,11626
115,Brazil,2014,,2816,1814974,22765,729474,,,10044,12860
116,Brazil,2015,,2548,2111433,27032,870364,,,10064,12612
117,Brazil,2016,,2448,2407892,31299,1011254,,,10644,13094
118,Brazil,2017,,2056,2704351,35566,1152144,,,11122,13178
119,Brazil,2018,,1788,3000810,39833,1293034,,,11456,13242
120,Brazil,2019,,1956,3297269,44100,1433924,,,10750,12706
121,Brunei,2010,2.14,45,3325,33,2842,33.23333333,33.23333333,169,214
122,Brunei,2011,2.15,47,3766,40,2845,33.63333333,33.63333333,195,242
123,Brunei,2012,2.16,52,4207,47,3143,34.03333333,34.03333333,157,209
124,Brunei,2013,2.17,62,4648,54,3364,34.43333333,34.43333333,163,225
125,Brunei,2014,2.18,52,5107,69,3678,34.83333333,34.83333333,149,201
126,Brunei,2015,2.19,49,5297,74,3680,35.23333333,35.23333333,169,218
127,Brunei,2016,2.2,45,6044,83,4311,35.63333333,35.63333333,174,219
128,Brunei,2017,2.21,43,6226,87,4455,37.2,37.2,216,259
129,Brunei,2018,2.33,44,6604,89,4586,34.1,34.1,234,278
130,Brunei,2019,2.34,44,7227,89,4585,38,38,290,333
131,Bulgaria,2010,3.7,934,245442,1823,111218,28.1,28.1,7440,8374
132,Bulgaria,2011,3.73,972,241665,1862,110564,20.7,20.7,7741,8713
133,Bulgaria,2012,3.71,1041,261159,1936,118752,38.7,49.6,7826,8867
134,Bulgaria,2013,3.71,1026,262196,2055,118107,39.55,52.1,8166,9192
135,Bulgaria,2014,3.7,1217,271526,2166,123274,35.31,49.4,8191,9409
136,Bulgaria,2015,3.4,1192,279100,2180,124568,37,48.7,8126,9318
137,Bulgaria,2016,3.5,1421,281869,2158,123025,41.5,55.2,9183,10604
138,Bulgaria,2017,3.52,1562,293494,2110,123420,42,57.1,10034,11596
139,Bulgaria,2018,3.47,1728,286219,2102,124148,42.3,58.1,10641,12368
140,Bulgaria,2019,3.33,1761,288027,2166,127052,42.1,57.7,10791,12552
141,Cambodia,2010,,141,67514,1527,39714,65.74,65.74,2367,2508
142,Cambodia,2011,,143,73501,1618,43236,66.15,66.15,2739,2882
143,Cambodia,2012,,168,84852,1863,49913,68.49,68.49,3416,3584
144,Cambodia,2013,,185,87079,2007,51223,69.53,69.53,4025,4210
145,Cambodia,2014,,206,88375,2117,51985,67.55,67.55,4297,4503
146,Cambodia,2015,,300,107574,2897,63279,70.2,70.2,4476,4775
147,Cambodia,2016,,342,121066,2930,72623,68.9,68.9,4670,5012
148,Cambodia,2017,,373,134201,3136,74556,71.3,71.3,5229,5602
149,Cambodia,2018,,687,142688,3083,81536,72.2,72.2,5514,6201
150,Cambodia,2019,,1371,143698,3755,84528,63.5,63.5,5239,6611
151,Canada,2010,,13576,,,,,,2412,15988
152,Canada,2011,,13552,,,,,,2463,16014
153,Canada,2012,,13855,,,,,,2489,16344
154,Canada,2013,,13430,,,,,,2553,15984
155,Canada,2014,,13758,,,,,,2688,16445
156,Canada,2015,,14735,,,,,,3124,17859
157,Canada,2016,,16210,,,,,,3612,19823
158,Canada,2017,,16793,,,,,,3783,20576
159,Canada,2018,,17439,,,,,,3519,20958
160,Canada,2019,,18261,,,,,,3784,22045
161,Cayman Is.,2010,6.25,17,14650,,4587,68.2,68.2,272,289
162,Cayman Is.,2011,6.25,18,14770,,4974,,,291,309
163,Cayman Is.,2012,6.27,20,14890,,4923,,,302,322
164,Cayman Is.,2013,6.14,20,15010,400,5248,,,325,345
165,Cayman Is.,2014,6.1,19,15130,420,5264,,,364,383
166,Cayman Is.,2015,6.26,19,14977,501,5515,,,367,385
167,Cayman Is.,2016,6.16,21,17231,532,5905,,,364,385
168,Cayman Is.,2017,6.16,24,18067,585,6196,,,395,418
169,Cayman Is.,2018,6.07,27,19957,,6780,,,436,463
170,Cayman Is.,2019,5.9,31,20830,,7098,,,472,503
171,Chile,2010,2.1,769,151163,4126,72132,26.9,39.8,2032,2801
172,Chile,2011,2,702,156605,4778,76560,27.2,42.8,2435,3137
173,Chile,2012,1.9,651,175613,4890,82088,28.3,42.6,2904,3554
174,Chile,2013,2,624,186455,5576,88150,27.9,42.2,2952,3576
175,Chile,2014,1.95,666,201536,6027,95280,27.96,41.88,3009,3674
176,Chile,2015,1.91,692,208450,6497,100203,23.88,41.01,3786,4478
177,Chile,2016,1.9,814,223343,7010,105368,24,40.2,4827,5641
178,Chile,2017,2.04,636,229770,7327,112255,27.03,40.26,5814,6450
179,Chile,2018,2.03,554,251898,8039,120487,25.58,39.79,5169,5723
180,Chile,2019,2.01,488,266835,8565,125252,23.98,37.55,4030,4518
181,China,2010,2.73,6197,2981227,13991,1709966,60.27,60.27,19930,26127
182,China,2011,2.77,6326,2586400,11676,1474900,61,61,20785,27111
183,China,2012,2.84,6280,2677400,11367,1497200,59.46,59.46,20911,27191
184,China,2013,2.71,6194,2705013,11687,1539141,55.97,55.97,20096,26290
185,China,2014,2.765,5396,2624815,11180,1497899,54,54,20965,26361
186,China,2015,2.766,5377,2593585,10550,1462454,54.19,54.19,20608,25985
187,China,2016,2.767,5797,2482841,9861,1420489,54.73,54.73,25687,31484
188,China,2017,2.768,5697,2505595,9566,1470606,55.27,55.27,37246,42943
189,China,2018,2.769,6147,2318834,8962,1365170,55.81,55.81,41804,47951
190,China,2019,2.77,6285,2077800,8920,1203800,55.18,55.18,42829,49114
191,Colombia,2010,,158,209626,5778,,50.42,50.42,1059,1217
192,Colombia,2011,,207,225064,5662,139670,51.97,51.97,1264,1471
193,Colombia,2012,,240,277930,7228,159701,53.78,53.78,1126,1365
194,Colombia,2013,,302,301138,7409,175779,52.7,52.7,1186,1487
195,Colombia,2014,,429,326264,8805,198870,52.46,52.46,1266,1695
196,Colombia,2015,,438,365520,9945,222722,53.23,53.23,1547,1985
197,Colombia,2016,,438,386213,11140,234907,55.73,55.73,1803,2241
198,Colombia,2017,,448,409072,13008,252155,56,56,2018,2466
199,Colombia,2018,,459,438889,15530,269763,56.7,56.7,2250,2709
200,Colombia,2019,,460,534157,21447,309896,57.66,57.66,2354,2814
201,Costa Rica,2010,10.6,271,,2468,43715,59.8,59.8,1829,2100
202,Costa Rica,2011,11,302,,2476,44307,63.4,63.4,1890,2192
203,Costa Rica,2012,11.6,306,,2484,45531,54.3,54.3,2037,2343
204,Costa Rica,2013,11.6,287,,2450,45928,48.7,48.7,2141,2428
205,Costa Rica,2014,12.4,347,,2421,46523,54.7,54.7,2180,2527
206,Costa Rica,2015,11.3,419,,2538,48587,54.7,54.7,2241,2660
207,Costa Rica,2016,12.1,295,,2582,49173,61.4,61.4,2631,2925
208,Costa Rica,2017,11.9,245,,2771,48238,67,67,2715,2960
209,Costa Rica,2018,11.7,285,,2884,49562,67.4,67.4,2731,3017
210,Costa Rica,2019,12.56,161,,2890,50264,66.9,66.9,2978,3139
211,Côte d'Ivoire,2010,3,101,46510,1788,23141,51.95,51.95,151,252
212,Côte d'Ivoire,2011,3,107,46510,1788,23141,53.33,53.33,163,270
213,Côte d'Ivoire,2012,3,116,46510,1788,23141,57.5,57.5,174,289
214,Côte d'Ivoire,2013,3,152,54862,1890,27431,65,65,228,380
215,Côte d'Ivoire,2014,3,198,56000,2000,28000,69.4,69.4,273,471
216,Côte d'Ivoire,2015,4,605,68000,2041,34000,70,70,836,1441
217,Côte d'Ivoire,2016,4,570,76000,2384,38000,60.23,60.23,1013,1583
218,Côte d'Ivoire,2017,3,774,78060,2531,39030,54.55,54.55,1026,1800
219,Côte d'Ivoire,2018,3,842,81496,2610,40748,58.67,58.67,1123,1965
220,Côte d'Ivoire,2019,3,886,99072,3320,49536,60.27,60.27,1185,2070
221,Croatia,2010,3.98,,151681,841,73333,34.9,34.9,,
222,Croatia,2011,3.89,,154733,857,74616,35.87,35.87,,
223,Croatia,2012,3.91,,156792,878,75363,37.28,37.28,,
224,Croatia,2013,3.79,,161957,898,77157,35.7,35.3,,
225,Croatia,2014,3.63,,161875,909,77312,35.5,36.1,,
226,Croatia,2015,3.58,,164675,938,78431,36.9,37.5,,
227,Croatia,2016,3.59,,167380,1011,79962,38.1,37.5,,
228,Croatia,2017,3.49,,166485,1037,79984,40.4,40.2,,
229,Croatia,2018,3.39,,169108,1065,81223,41.1,41.3,,
230,Croatia,2019,3.27,,171005,1089,82038,41.5,41.7,,
231,Cuba,2010,,12,103166,452,58327,52.3,52.3,2495,2507
232,Cuba,2011,,16,103224,450,58959,53.2,53.2,2672,2688
233,Cuba,2012,,17,106118,370,55439,54.4,54.4,2806,2823
234,Cuba,2013,,15,111043,356,55752,54.6,54.6,2824,2839
235,Cuba,2014,,14,111712,349,55535,57.1,57.1,2966,2981
236,Cuba,2015,,19,111419,358,55640,58.4,58.4,3488,3506
237,Cuba,2016,,23,111323,368,56063,60.7,60.7,3952,3975
238,Cuba,2017,,31,108662,350,60744,56.9,56.9,4563,4594
239,Cuba,2018,,15,104757,358,70204,49.5,49.5,4669,4684
240,Cuba,2019,,25,104962,406,78833,48.2,48.2,4238,4263
241,Cyprus,2010,5.68,150,85318,828,42040,59.5,59.87,2023,2173
242,Cyprus,2011,5.72,161,84566,814,41729,62.6,62.43,2231,2392
243,Cyprus,2012,5.76,125,84194,799,41529,64.5,64,2245,2370
244,Cyprus,2013,5.88,100,84552,790,41708,63,61.5,2263,2363
245,Cyprus,2014,5.78,115,84871,791,41849,61.6,62.7,2326,2441
246,Cyprus,2015,5.78,137,83395,778,41173,62.6,63.02,2522,2659
247,Cyprus,2016,5.62,177,83104,780,41012,71.3,69.9,3010,3187
248,Cyprus,2017,5.7,213,84565,789,41678,76.4,72.9,3439,3652
249,Cyprus,2018,5.4,238,85927,793,42196,74.4,71.2,3701,3939
250,Cyprus,2019,5.42,249,89375,813,43888,71.8,68.6,3728,3977
251,Czechia,2010,2.69,,255882,4300,113417,34.62,40.46,,
252,Czechia,2011,2.96,,261858,4612,115795,35.89,42.32,,
253,Czechia,2012,2.53,,319692,6350,137701,34.8,38.58,,
254,Czechia,2013,2.54,,317875,6301,137257,34.76,41.3,,
255,Czechia,2014,2.52,,306430,5833,132520,35.17,44.69,,
256,Czechia,2015,2.61,,314210,5992,136026,36.19,42.96,,
257,Czechia,2016,2.55,,317756,6022,137092,46.5,46.43,,
258,Czechia,2017,2.43,,317361,5967,137318,49.87,49.82,,
259,Czechia,2018,2.61,,327572,6277,141450,49.98,50.07,,
260,Czechia,2019,2.59,,328501,6236,141110,49.66,49.75,,
261,Denmark,2010,,1099,80471,479,40253,39,51,25631,26730
262,Denmark,2011,,734,85315,515,42351,40,53,25078,25812
263,Denmark,2012,,771,86619,511,42808,40,54,25632,26403
264,Denmark,2013,,789,76458,511,43032,42,55,25727,26516
265,Denmark,2014,,1104,87870,523,43715,44,57,26966,28070
266,Denmark,2015,,1171,87447,518,43853,47,61,27038,28209
267,Denmark,2016,,1124,89423,529,44819,48,62,27568,28692
268,Denmark,2017,,1471,92784,552,46302,48,62,29265,30736
269,Denmark,2018,,1535,95253,556,47541,48,62,29265,30801
270,Denmark,2019,,1526,102742,570,50824,48,62,30575,32101
271,Dominican Rep.,2010,9.22,166,200904,714,66968,66.6,66.6,3959,4125
272,Dominican Rep.,2011,8.91,159,200370,690,66790,69.3,69.3,4147,4306
273,Dominican Rep.,2012,8.52,150,198162,690,66054,70.3,70.3,4413,4563
274,Dominican Rep.,2013,8.46,155,205626,697,68542,71.7,71.7,4535,4690
275,Dominican Rep.,2014,8.37,134,208821,697,69607,74.8,74.8,5007,5141
276,Dominican Rep.,2015,8.32,115,210090,724,70030,75.5,75.5,5485,5600
277,Dominican Rep.,2016,8.54,116,225615,751,75937,78,78,5844,5959
278,Dominican Rep.,2017,8.61,107,231777,762,77201,77.1,77.1,6081,6188
279,Dominican Rep.,2018,8.37,135,241578,876,83526,77.5,77.5,6434,6569
280,Dominican Rep.,2019,8.52,123,244228,887,85694,71.6,71.6,6324,6446
281,Ecuador,2010,,259,130865,2709,59190,,,788,1047
282,Ecuador,2011,,283,137780,2925,61524,,,858,1141
283,Ecuador,2012,,256,146480,3166,64653,,,1016,1272
284,Ecuador,2013,,169,157591,3423,69628,,,1195,1364
285,Ecuador,2014,,69,163469,3750,72958,,,1626,1695
286,Ecuador,2015,,66,175357,4058,77757,,,1610,1676
287,Ecuador,2016,,113,165263,3681,72013,,,1456,1569
288,Ecuador,2017,,241,169967,3639,74034,,,1565,1806
289,Ecuador,2018,,278,180617,4130,80626,,,2258,2535
290,Ecuador,2019,,311,183236,4191,82484,,,1796,2108
291,Egypt,2010,10,126,451184,1473,225592,70,70,13924,14050
292,Egypt,2011,11.6,86,418222,1319,209111,45,45,9411,9497
293,Egypt,2012,12,101,412108,1267,206054,40,40,11095,11196
294,Egypt,2013,10,149,399478,1219,199739,30.6,30.6,9025,9174
295,Egypt,2014,10,144,399506,1261,199753,30.9,30.9,9484,9628
296,Egypt,2015,9,82,412108,1267,206054,31,31,9057,9139
297,Egypt,2016,6.1,47,405636,1239,202818,31,31,5211,5258
298,Egypt,2017,7.78,73,423356,1244,211678,51.2,51.2,8083,8157
299,Egypt,2018,11.62,101,414774,1243,207387,55.7,55.7,11095,11196
300,Egypt,2019,10.46,116,404862,1205,202431,62.2,62.2,12760,12876
301,El Salvador,2010,5.8,165,14061,394,8298,63.78,63.78,985,1150
302,El Salvador,2011,5.4,143,14286,402,8373,65.33,65.33,1041,1184
303,El Salvador,2012,6,155,15862,408,8805,66.3,66.3,1100,1255
304,El Salvador,2013,6.5,146,15862,408,8805,69.73,69.73,1136,1283
305,El Salvador,2014,7.1,158,16660,465,9261,65.06,65.06,1188,1345
306,El Salvador,2015,6.8,165,16660,465,9261,65.67,65.67,1236,1402
307,El Salvador,2016,6.2,202,16660,465,9261,62,62,1231,1434
308,El Salvador,2017,6.2,137,16740,578,9518,63,63,1419,1556
309,El Salvador,2018,7.5,153,16740,578,9518,61,61,1525,1677
310,El Salvador,2019,8.8,112,16740,578,9518,58,58,1653,1766
311,Estonia,2010,1.92,,30324,375,14719,36.39,43.21,,
312,Estonia,2011,1.94,,31349,374,15132,40.16,46.91,,
313,Estonia,2012,1.9,,31590,390,15088,45.12,51.88,,
314,Estonia,2013,1.86,,31989,404,15321,44.86,51.76,,
315,Estonia,2014,1.82,,32437,410,15624,43.94,51.18,,
316,Estonia,2015,1.79,,32620,414,15474,44.49,52.48,,
317,Estonia,2016,1.79,,32404,413,15535,47.2,54.23,,
318,Estonia,2017,1.77,,34147,424,16208,47.66,54.99,,
319,Estonia,2018,1.77,,34108,418,16084,47.4,55.98,,
320,Estonia,2019,1.77,,35909,450,17017,48,56,,
321,Finland,2010,1.79,1481,119395,841,54903,38.8,49.9,4701,6182
322,Finland,2011,1.77,1656,122182,830,55892,39.8,51.4,5604,7260
323,Finland,2012,1.77,1776,123979,839,57009,40.03,51.29,5860,7636
324,Finland,2013,1.76,1932.666667,123655,828,56566,38.97,50.03,6547.333333,8480
325,Finland,2014,1.75,2080.166667,123305,785,56688,38.25,50.28,7126.833333,9207
326,Finland,2015,1.74,2227.666667,122855,777,56723,38.92,51.13,7706.333333,9934
327,Finland,2016,1.73,2375.166667,124333,772,56982,40.25,52.9,8285.833333,10661
328,Finland,2017,1.74,2522.666667,129487,787,59104,41.5,54.76,8865.333333,11388
329,Finland,2018,1.74,2670.166667,132740,788,59882,41.14,54.28,9444.833333,12115
330,Finland,2019,1.74,2817.666667,133515,794,60444,41.99,55.04,10024.33333,12842
331,France,2010,1.82,9703,1223218,17070,611609,59.38,59.38,66944,76647
332,France,2011,1.82,11120,1229368,17000,614684,60.99,60.99,69378,80499
333,France,2012,1.82,10179,1238644,17171,619322,60.26,60.26,71801,81980
334,France,2013,1.81,10179,1277774,17370,638887,59.63,59.63,73455,83634
335,France,2014,1.79,11773,1307756,18358,653878,59.05,59.05,71929,83701
336,France,2015,1.78,11847,1291190,18205,645595,58.95,58.95,72605,84452
337,France,2016,1.76,11663,1297742,18172,648871,58.17,58.17,71020,82683
338,France,2017,1.76,11842,1282530,17840,641265,60.94,60.94,74916,86758
339,France,2018,1.77,11064,1308956,17960,654478,62.2,62.2,78258,89322
340,France,2019,1.8,11261,1315642,17733,657821,62.37,62.37,79653,90914
341,Georgia,2010,4,392.6,21086,462,10564,24,24,1544.9,
342,Georgia,2011,4,418.2,25833,616,12901,23.12,23.12,2152.6,
343,Georgia,2012,4,443.8,33029,777,14463,29.21,29.21,2760.3,
344,Georgia,2013,5,469.4,32165,836,15351,24.5,24.5,3368,
345,Georgia,2014,4,495,38425,986,18248,23.51,23.51,3975.7,
346,Georgia,2015,4,534,48457,1225,23097,57,57,4722,5256
347,Georgia,2016,4,546,61415,1496,28437,57,57,4847,5393
348,Georgia,2017,,532,66954,1595,30657,62.1,62.1,5951,6483
349,Georgia,2018,,624,72621,1639,33186,63.3,63.3,6580,7203
350,Georgia,2019,,832,76298,1682,35101,56.7,56.7,6894,7726
351,Germany,2010,2.14,,1784161,36056,940484,37.27,37.27,,
352,Germany,2011,2.12,,1813153,35766,952330,38.6,38.6,,
353,Germany,2012,2.13,,1817567,34696,948825,39.9,57.1,,
354,Germany,2013,2.12,,1827060,34116,950216,40.67,57.9,,
355,Germany,2014,2.12,,1832167,33512,949900,41.94,59.1,,
356,Germany,2015,2.1,,1908880,33084,953889,43.11,60.2,,
357,Germany,2016,2.1,,1909656,32433,953110,44.01,61.8,,
358,Germany,2017,2.1,,1925910,32198,963690,44.94,62.1,,
359,Germany,2018,2.1,,1911311,31842,976515,45.44,62.7,,
360,Germany,2019,2.1,,1959076,31615,993298,45.9,63,,
361,Greece,2010,4.11,,763407,9732,397660,48.1,48.1,,
362,Greece,2011,4.23,,763668,9648,397322,48.3,48.3,,
363,Greece,2012,4.35,,771271,9670,400433,43.2,43.2,,
364,Greece,2013,4.43,,773445,9677,401196,45.2,45.2,,
365,Greece,2014,4.44,,780721,9745,404779,47.3,47.3,,
366,Greece,2015,4.39,,784315,9757,406200,49.1,49.1,,
367,Greece,2016,4.4,,788553,9730,407146,50.1,50.1,,
368,Greece,2017,4.37,,806045,9783,414127,51.9,51.9,,
369,Greece,2018,4.26,,835773,9873,425973,50.6,50.6,,
370,Greece,2019,4.2,,856347,9971,433689,48.7,48.7,,
371,Guatemala,2010,,282,110681,2620,43876,47.01,47.01,1101,1384
372,Guatemala,2011,,283,114691,2689,44821,48.32,48.32,1151,1434
373,Guatemala,2012,,295,115663,2690,45185,52.2,52.2,1196,1491
374,Guatemala,2013,,299,119778,2778,46797,55.06,55.06,1217,1516
375,Guatemala,2014,,337,115447,2625,44056,57.04,57.04,1402,1739
376,Guatemala,2015,,395,120020,2718,45228,58.63,58.63,1470,1865
377,Guatemala,2016,,237,136792,3135,51883,61.9,61.9,1669,1906
378,Guatemala,2017,,302,142640,3221,53754,62.3,62.3,1812,2113
379,Guatemala,2018,,339,149918,3315,55735,63.11,63.11,2067,2406
380,Guatemala,2019,,356,153331,3379,56996,63.43,63.43,2203,2560
381,Honduras,2010,,236,,963.7142857,16570.57143,,,626,862
382,Honduras,2011,,210,,989.1428571,17512.71429,,,661,871
383,Honduras,2012,,248,,1014.571429,18454.85714,,,647,895
384,Honduras,2013,,179,,1040,19397,,,683,862
385,Honduras,2014,,211,,1071,20106,,,657,868
386,Honduras,2015,,183,,1091,20344,,,697,880
387,Honduras,2016,,159,,1081,23097,,,678,838
388,Honduras,2017,,159,,1175,24282,,,691,850
389,Honduras,2018,,143,,1178,24169,,,704,847
390,Honduras,2019,,103,,1178,24169,,,622,724
391,Hong Kong,2010,,3424,,794,66354,87,87,16661,20085
392,Hong Kong,2011,,3563,,1079,70925,89,89,18753,22316
393,Hong Kong,2012,,3585,,1179,76125,89,89,20185,23770
394,Hong Kong,2013,,3567,,1299,79599,89,89,22094,25661
395,Hong Kong,2014,,3830,,1449,83435,90,90,23940,27770
396,Hong Kong,2015,,3996,,1609,85558,86,86,22690,26686
397,Hong Kong,2016,,4041,,1727,87306,87,87,22511,26553
